person,bead_colour,n_beads,Duration_in_Seconds,Vsearch_YesNo,Vsearch_Strategy,Bucket_YesNo,Bucket_Strategy,Gender,Ethnicity,Age,Height,Weight,Occupation,AreaOfStudy,Education,VidGame_YesNo,VidGame_Type,VidGame_Time,Sports_YesNo,Sports_Type,Sports_Time,Hobbies_YesNo,Hobbies_Type,Hobbies_Time,MentIll_YesNo,MentIll_Type,BFI2_01,BFI2_02,BFI2_03,BFI2_04,BFI2_05,BFI2_06,BFI2_07,BFI2_08,BFI2_09,BFI2_10,BFI2_11,BFI2_12,BFI2_13,BFI2_14,BFI2_15,BFI2_16,BFI2_17,BFI2_18,BFI2_19,BFI2_20,BFI2_21,BFI2_22,BFI2_23,BFI2_24,BFI2_25,BFI2_26,BFI2_27,BFI2_28,BFI2_29,BFI2_30,BFI2_31,BFI2_32,BFI2_33,BFI2_34,BFI2_35,BFI2_36,BFI2_37,BFI2_38,BFI2_39,BFI2_40,BFI2_41,BFI2_42,BFI2_43,BFI2_44,BFI2_45,BFI2_46,BFI2_47,BFI2_48,BFI2_49,BFI2_50,BFI2_51,BFI2_52,BFI2_53,BFI2_54,BFI2_55,BFI2_56,BFI2_57,BFI2_58,BFI2_59,BFI2_60,ProScale_01,ProScale_02,ProScale_03,ProScale_04,ProScale_05,ProScale_06,ProScale_07,ProScale_08,ProScale_09,ProScale_10,ProScale_11,ProScale_12,ProScale_13,ProScale_14,ProScale_15,ProScale_16,ProScale_17,ProScale_18,ProScale_19,ProScale_20,BIS11_01,BIS11_02,BIS11_03,BIS11_04,BIS11_05,BIS11_06,BIS11_07,BIS11_08,BIS11_09,BIS11_10,BIS11_11,BIS11_12,BIS11_13,BIS11_14,BIS11_15,BIS11_16,BIS11_17,BIS11_18,BIS11_19,BIS11_20,BIS11_21,BIS11_22,BIS11_23,BIS11_24,BIS11_25,BIS11_26,BIS11_27,BIS11_28,BIS11_29,BIS11_30
639,orange,4,2578,1,Because those were the instructions,1,Went for the last bucket first because I needed to carry 2 back at the same time,Male,Asian,22,175,70,Student,Renewable Engineering,Masters,1,Football,0-1,1,"Football, cricket, squash",0-5,1,"Watching and playing football, movies",0-5,0,NA,3,3,2,3,2,3,5,4,4,4,3,4,4,5,4,3,3,4,4,2,3,2,3,3,5,2,4,2,2,3,4,3,3,4,5,5,4,3,4,5,4,5,4,3,3,2,2,1,3,2,3,4,3,4,3,4,3,4,5,3,2,4,3,2,2,5,4,4,3,4,3,4,5,2,4,1,1,3,5,3,2,3,2,1,3,3,4,2,1,2,3,2,2,3,2,3,2,4,3,1,1,3,2,1,1,2,2,2,1,3
640,black,1,5470,0,NA,1,take first bucket and then go forward to take second one,Male,Indian,23,5.1,60,Student,Computer science,Bachelor,1,Shooting,2,1,Badminton,6,1,Reading Blogs,8,0,NA,3,4,3,4,5,3,5,2,2,5,5,2,3,2,4,5,2,1,5,5,4,2,4,5,1,3,2,3,2,3,5,4,4,5,4,2,4,4,4,5,5,5,3,1,4,2,3,3,2,3,3,4,4,4,3,4,4,4,4,5,3,4,4,3,3,4,4,2,4,4,2,3,3,3,5,5,4,4,3,3,4,2,3,4,1,3,3,2,3,2,2,3,4,4,3,2,4,4,3,4,3,3,2,2,3,3,3,3,3,4
641,black,10,2222,1,"45 degree tilting was already framed in my mind , accordingly i was in search for left out space. It was more easy to find the tilted bar, except in case of more tilted bars of various degrees.",1,I began picking the last bucket first because i wanted to avoid carrying the wait in the fi,Male,Asian-Indian,47,"5.6""",74 Kg,Lawyer and Psychology student,Psychology,Masters,0,NA,NA,1,Volly Ball,4 hours,1,"Drawing, Painting, Designing, Driving",8 to 10 hours,0,NA,5,5,4,5,5,5,5,4,5,4,4,1,4,1,5,2,1,5,1,5,5,4,2,5,2,1,5,4,5,1,1,5,5,4,5,1,1,5,1,4,5,3,5,4,1,5,1,1,5,3,5,5,5,1,4,5,5,3,1,5,4,4,5,5,1,5,4,5,1,2,1,1,5,4,4,2,2,1,1,5,3,1,3,4,2,2,3,4,3,3,2,3,3,1,3,1,1,2,1,3,2,1,1,1,1,2,3,2,3,4
642,black,3,665,0,NA,0,NA,female,indian,22,168,65,full time student,masters in psychology,graduate in psychology,0,NA,NA,1,badminton,6,0,NA,NA,0,NA,4,4,1,3,4,3,4,4,3,4,1,1,2,4,3,2,4,5,3,4,3,4,3,5,1,3,5,4,4,4,1,5,5,3,4,3,2,4,3,4,4,4,4,4,2,3,1,1,3,2,2,4,4,3,3,4,4,2,2,2,2,2,3,4,1,4,3,5,1,2,1,2,4,3,3,1,3,4,1,3,3,2,3,4,1,3,4,4,4,1,2,2,3,2,3,1,1,1,1,3,2,3,2,1,4,3,4,1,2,3
643,orange,3,1020,0,NA,0,NA,MALE,INDIAN,27,165,79,STUDENT,PLANETARY SCIENCE,MASTERS,0,NA,NA,1,CRICKET,4,1,LISTENING MUSIC,2,0,NA,5,4,1,4,4,3,5,2,4,5,2,1,1,3,4,5,5,4,4,4,3,2,2,5,1,3,5,3,4,2,3,5,NA,2,4,2,2,5,3,2,5,4,3,5,1,4,1,1,3,1,2,5,5,1,1,5,5,1,2,4,3,2,5,5,4,4,1,2,1,4,3,2,4,2,4,3,4,5,1,5,4,1,4,4,1,2,2,4,4,4,3,4,4,1,4,3,3,2,3,3,1,1,4,3,1,1,3,3,4,4
644,black,4,374,1,Tried to focus on finding the tilted line by scanning the area,0,NA,Female,Indian,27,5'4,50 kgs,Student,Psychology,Masters,0,NA,NA,0,NA,NA,1,"Cooking, hiking",03-May,0,NA,4,4,5,2,4,3,4,5,3,4,3,4,3,4,4,3,4,3,4,4,3,3,5,4,3,2,3,4,3,3,3,4,4,5,5,3,3,4,4,4,3,5,3,2,5,4,2,2,1,4,4,4,3,3,3,4,2,3,3,3,1,5,3,1,5,3,3,3,4,4,3,5,4,5,2,4,4,3,5,3,2,4,4,2,3,4,2,3,2,2,2,3,3,4,2,4,4,4,4,3,4,4,3,3,2,3,2,1,1,3
700,black,1,8772,0,The strategy I implemented was not accurate,1,It was an easy task,Male,Black Nigerian,31,5ft 9inches,60,Student,Data science,Master degree,1,Car racing,6,0,NA,NA,1,hiking,2,0,NA,1,5,2,3,3,4,5,1,5,5,5,3,2,4,4,5,3,4,4,4,4,2,3,4,3,3,5,4,3,3,5,4,5,3,2,5,1,4,3,4,5,4,4,3,4,4,3,3,3,4,3,2,1,1,5,2,3,3,4,4,2,1,1,2,1,1,2,1,3,2,1,4,2,3,2,2,2,4,3,3,3,4,3,2,1,2,2,2,1,4,1,3,2,2,2,1,1,2,2,1,4,4,3,3,3,2,2,1,4,4
701,orange,2,1214,1,First I would look at all the group of lines facing the same way and then I would focus on the group of lines facing different directions.,0,I did not use a strategy for the buckets,male,White Italian,22,175,85 kg,Graduate student,Langages,Master,1,Action,1 hour maximum,1,Football and Gym,05-Jul,1,Learning more about becoming a football coach,for now only 2 hours,0,NA,5,5,5,4,3,2,5,4,5,5,2,2,2,3,5,1,1,1,3,3,5,1,4,3,3,1,5,2,4,1,2,5,2,4,4,1,2,4,2,5,5,4,5,4,1,5,2,4,2,3,2,5,5,1,3,5,3,2,4,5,5,5,1,1,5,2,1,3,4,5,5,5,3,1,1,5,5,2,5,1,2,1,2,4,1,4,1,3,1,2,4,3,2,1,2,4,3,4,3,3,3,2,3,2,3,2,1,3,1,4
702,orange,1,6695,1,"I first scanned the part where the lines were mostly tilted towards the same direction. I did this in order to see whether the target would stand out from the background. Then, if that didn't work, I scanned the other parts column by column. I found that doing this helped me to increase my accuracy on the task.",1,I walked towards the bucket furthest from my starting point and picked it. Then I picked the other bucket. It didn't make sense to carry the nearest bucket for 1.5 trips.,Male,African,30,6ft 1 in (probably a bit optimistic),around 85 kg,Student,Cognitive Neuroscience and Neuropsychology,BSc,1,basketball games,5,1,basketball,1,1,Reading,14,0,NA,2,5,4,3,2,2,5,4,4,4,2,2,4,2,4,5,1,2,4,5,3,2,4,4,1,1,5,4,3,2,5,4,2,2,4,2,1,4,3,5,3,1,4,4,1,1,1,2,2,1,4,5,3,3,1,3,5,4,2,3,4,3,2,4,2,1,4,2,5,3,2,4,4,2,2,3,3,2,4,2,3,1,2,2,1,2,2,3,3,2,2,3,2,1,3,1,2,2,2,2,1,2,2,1,2,3,2,2,2,3
703,black,4,717,0,"I would skim across each row in order to find a titled line, this way I have looked efficiently at every row, but sometimes I would spot it straight away and would not have to look any further",0,"At first I would carry the first bucket to the other, but on the second round of the task I decided it would be easier to go pick up the bucket at the end first and then the first bucket to save carrying it further",Female,"White, British, Irish",18,151cm 4'11ft,10.5st,Retail Assistant,Psychology,A Levels,1,"Interactive games, roblox",1,0,NA,NA,1,"Cooking, reading",10,0,NA,4,2,5,2,1,4,3,5,4,4,2,2,4,5,3,1,2,3,4,4,3,4,4,3,2,4,3,4,2,3,4,4,3,5,4,2,4,3,2,5,5,5,4,1,1,5,5,2,2,1,3,4,2,1,4,3,3,4,4,4,5,3,5,5,5,3,3,4,4,5,5,5,5,3,2,1,1,2,4,3,3,4,4,2,3,4,4,3,2,1,1,2,3,3,4,1,4,1,3,2,1,1,3,1,1,3,1,2,4,3
704,orange,1,4008,1,"First a quick glance at the side which consist of lines which tilted more or less the same. It is easy and quick to distinguish the target line between same oriented lines. Second, if a tilted line is not present on the side of same oriented lines, then I tried to scan each column of lines which are oriented horizontally. I found it easier to distinguish between the target line and lines which are oriented horizontally.",0,Didn't use any strategy,Male,White,31,179,72,Undergraduate student,Psychology,A level (Lithuania equivalent),1,Action RPG,1,1,"Judo, Jiu Jitsu, Climbing, Tennis",05-Jul,1,"Meditation, Films/Series, Walking outside",16,0,NA,2,4,1,4,4,5,4,2,4,5,2,1,2,4,4,4,4,5,4,5,4,5,1,4,2,1,4,4,3,2,4,4,4,4,4,5,4,5,4,5,5,4,5,3,4,3,4,2,3,2,2,2,4,2,2,4,4,2,4,4,4,1,5,5,3,4,1,3,2,1,5,1,5,4,4,5,3,4,3,2,3,2,3,2,1,2,3,3,3,2,2,2,3,2,3,3,2,2,3,3,3,1,2,3,2,2,4,2,3,2
705,black,1,6406,0,I have not used a strategy,1,I used the strategy to make my work easy and to avoid them carrying twice .Hence i kept on eon top pf other and placed them on the end point,Female,Indian,25,168cm,74,student,Psychology,Masters,0,NA,NA,0,NA,NA,1,"Reading , coking and walking",50 hours,0,NA,2,5,5,5,3,1,5,3,3,5,1,1,4,5,5,1,5,1,5,5,3,5,5,5,3,5,5,4,3,3,5,5,3,5,3,2,3,3,4,4,4,4,4,4,1,5,1,2,1,5,3,5,5,5,2,4,5,3,4,5,4,5,1,1,1,1,1,3,5,5,5,5,1,5,1,5,5,5,5,2,2,4,4,4,3,4,2,1,3,3,4,4,4,4,4,1,2,3,4,4,1,4,1,1,2,2,2,2,3,4
706,orange,3,1095,0,I didnt used a consisted strategy,1,"Get one with one hand and the other with the other hand, to use both hands in the task",Male,Latin,21,170 cm,80 kg,Student,Biomedical Engineering,Bachelors,1,"MMOPRG, First person shooters",5-8 hours,1,Dodgeball,2-3 hours,0,NA,NA,0,NA,2,4,4,4,4,5,5,4,3,5,4,3,4,2,5,5,5,4,4,3,5,4,3,2,1,4,3,2,3,2,5,5,3,4,4,2,1,3,4,4,2,4,5,2,1,2,1,3,2,3,2,4,4,4,4,3,5,4,2,3,4,5,4,4,1,5,4,2,4,4,2,4,4,1,1,4,4,2,5,2,3,1,2,3,4,3,3,3,2,1,3,3,3,1,3,2,1,1,1,2,2,3,3,2,4,2,2,2,4,3
707,black,3,1161,1,"quick search through similarly lined up line, then closely search through the other side. This was to make sure I was thorough",1,Grabbed the nearest bucket then walked to the other bucket and picked that up. This was the minimum distance needed to compete the task.,Male,White,28,170cm,12 stone 7,Student/ Part Time Admin,Psychology,A level,1,"Sports, FPS and casual mobile games",10,1,"Football, pool and darts",4,1,Audiobooks/reading/podcasts,24,1,Autism Spectrum Disorder,2,4,1,3,1,4,5,4,3,5,2,4,4,1,4,5,4,5,4,2,2,4,4,4,1,4,2,4,4,5,5,4,2,3,1,2,4,5,2,5,1,4,4,3,5,4,4,4,2,5,4,5,4,2,5,3,3,2,2,4,4,2,5,4,4,4,1,4,5,2,5,4,5,2,4,5,5,4,2,4,3,1,3,3,2,4,4,3,2,3,2,4,1,3,4,1,1,1,2,3,1,1,4,1,1,3,3,2,4,2
708,black,3,2563,1,I scanned for the line right to left unless it popped out at me.,1,"i picked up the bucket furthest away as i would have to use less energy, instead of carrying a bucket extra steps down the hallway.",Male,White British,25,188cm,100kg,Assistant Psychologist,Msc Cognitive Neuroscience and Neuropsychology,BSc,1,"MOBA, Sports, Shooting",Oct-15,1,"Rugby, Weightlifting",10,1,"Rugby, Weightlifting, videogames",30,0,NA,4,4,2,4,1,4,5,2,4,5,2,4,4,2,4,4,1,3,4,2,4,1,4,4,1,2,4,4,4,2,4,4,3,1,3,2,3,4,2,4,3,2,4,4,1,4,2,1,3,2,2,5,5,1,1,4,4,4,2,4,4,2,1,3,1,5,2,4,4,2,2,4,4,3,3,2,2,3,3,4,3,2,3,2,2,1,3,3,3,3,1,3,3,2,3,1,2,2,2,3,1,2,2,2,1,2,2,1,2,2
709,orange,3,3226,1,"Started from top left hand side, worked from top to bottom",1,"Walked on left side, started with the back bucket and carried two at a time",Female,White English,21,"5""1",60KG,Student,Psychology,A level,0,NA,NA,1,Dance,7,1,Reading,5,1,Depression and anxiety,2,5,4,2,4,1,5,4,2,5,2,4,2,5,1,5,1,4,5,4,2,1,5,4,1,2,5,4,1,4,5,5,4,5,4,5,1,4,5,5,3,4,4,1,2,2,1,1,1,4,5,5,5,5,1,4,5,4,5,1,5,4,5,1,1,4,4,1,4,5,3,5,5,2,3,4,5,4,4,1,4,1,1,2,1,4,3,3,2,2,3,4,3,2,4,2,1,2,1,3,2,3,1,2,3,4,1,2,4,3
710,orange,1,6647,1,"I looked at every line from left to right, then I looked at them again from top to bottom",0,I always carried them the same way but wouldn't call it a strategy,F,white european,20,165cm,80kg,student,law,2nd year of university,0,NA,NA,1,ice-skating,6,1,management,20,0,NA,3,5,1,5,1,4,5,2,3,4,2,2,5,2,5,4,1,2,1,1,5,2,1,1,3,1,5,1,5,1,5,5,4,3,4,2,1,5,5,5,5,5,5,5,1,2,1,1,3,2,1,5,5,4,2,4,5,4,2,5,2,4,5,4,5,2,1,5,2,2,2,4,5,2,5,1,1,5,1,5,4,2,2,3,4,4,3,3,1,1,4,4,4,3,4,3,3,3,3,3,2,3,1,4,2,4,2,4,3,3
711,orange,1,1274,1,"From the top to bottom, or from the left to right.
the reason is that I do not want to miss any line. every line I would be check. some of them may be check again.",0,"Using the most saving energy way to take top two from their position to destination.
the reason is that decreasing the energy cost.",male,yellow race,22,178cm,65kg,student,financial economics,undergraduate,0,NA,NA,1,badminton,10 hours,1,"host, badminton, swimming",10 hours or more,0,NA,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,4,1,5,3,4,4,3,1,3,2,2,5,4,4,1,3,4,5,1,5,2,3,5,2,4,5,1,5,3,1,3,1,1,5,2,2,5,5,1,2,5,3,2,2,5,3,2,5,4,2,5,3,5,2,4,4,3,5,4,5,1,1,5,1,5,4,3,3,3,1,2,3,3,3,3,1,4,4,3,4,1,1,2,2,3,1,1,2,1,1,2,3,1,2,4
712,black,3,4370,0,I would look up and down each line to make sure I covered all the lines and did not miss any.,1,I chose to pick up the first one as it was closer and then retrieve the second after.,Female,British,19,5'3,180lbs,Student,Psychology,A-Level,0,NA,NA,0,NA,NA,1,"Scrapbooking, going to the gym",3,1,I have anxiety,5,5,2,4,4,2,5,4,4,3,1,1,5,4,2,4,1,4,4,2,2,1,4,4,5,3,5,4,3,3,4,4,4,4,2,3,2,4,2,5,4,4,5,4,3,4,2,1,2,3,3,5,4,2,3,5,5,2,4,3,3,1,3,4,4,4,2,4,3,2,2,4,5,4,4,2,2,4,2,3,3,1,2,3,2,3,3,3,2,3,1,2,3,2,3,3,2,2,2,2,1,2,2,1,2,2,2,2,1,3
713,orange,1,2474,0,NA,1,"the way the handles of the bucket were placed or facing the different sides, I carried it whichever  way I felt it was convenient.",female,nepal,20,172,69,student,psychology,a levels,1,"arcade, fantasy",3,1,"football, volleyball",6,1,"reading, watching movies",10,0,NA,2,4,2,4,5,2,5,4,2,3,4,2,3,4,4,5,1,4,4,5,2,1,3,2,1,4,4,4,4,2,5,5,5,5,5,2,2,4,4,4,2,4,4,5,1,1,4,1,2,1,2,5,5,4,2,3,4,2,2,4,3,2,5,3,4,4,3,4,2,2,2,3,5,4,3,2,2,3,2,4,3,2,2,1,2,2,2,3,3,3,1,2,1,1,3,1,1,2,1,2,1,1,1,1,1,2,2,1,3,2
714,orange,3,1627,0,"initially, the prominent ones sighted up easily after that the meshed ones are difficult to identify so used the technique of scanning and skimming",0,"Firstly, I carried them from both edges in the first round 
In the second one, I pulled it with it's handle.",FEMALE,PAKISTANI,25,5 3,55,Consultant Optometrist,MS Global Public Health,Doctorate,1,"brain games, words spell, puzzal",5-6hrs /week,1,"Badminton, Cricket",7-8hrs/week,1,Reading,12-14hrs/week,0,NA,5,5,3,5,5,4,5,1,5,5,4,2,2,3,5,2,5,5,3,5,2,1,1,5,1,1,5,1,5,2,4,5,5,4,5,2,1,4,2,4,5,5,5,5,4,5,2,1,2,4,5,5,5,1,1,5,5,1,1,5,4,2,5,5,1,5,1,1,1,5,2,1,5,4,5,4,4,5,2,5,4,2,3,3,1,3,4,4,4,4,3,4,3,1,3,1,1,2,2,3,1,4,3,1,4,3,4,2,4,2
715,orange,1,2268,1,"1) Looking very quickly at the side with similarly oriented lines and on the other side searching for lines that were close to the target (like the ones that were pointing 45 degrees up and to the right) and hoping to spot the target. 

2) Searching line by line on the side of the screen with scrambled lines

3) Searching two lines at a time on the scrambled line side of the screen",1,Going to the furthest bucket and coming back to collect the nearest one with two at a time.,Male,White,21,190.5cm,83,"Student, CUOTC (army), and waiter",Psychology,A-level,1,"Open world, FPS, problem solving",1,1,Lacrosse,05-Jul,1,Guitar,01-Feb,0,NA,4,4,4,5,1,5,2,5,5,5,2,4,3,4,5,2,2,4,4,4,5,5,5,5,1,2,3,4,3,1,2,3,3,3,4,1,4,3,1,5,5,4,3,4,1,4,4,3,4,2,1,1,1,1,2,3,2,5,3,5,5,5,1,2,3,4,4,4,5,5,3,4,4,1,1,4,2,2,4,4,3,2,3,1,2,2,3,2,2,3,1,4,3,2,4,1,2,2,3,4,4,1,3,2,2,2,3,4,4,2
716,black,1,1215,1,"multiple stratergies, I tried scanning, blurring my imaging to focus in all of them at the same time, and look at chunks",1,"I didnt use a particular one, At firs i tried picking up the closest one first and then the second and come back and then I tried going for the furthest one first and later on at the  closest one",male,white/ spanish,21,176,76,student,Economics with psychology,3rd year,1,"League of Legends, Cryptogames",10,1,"Climbing, Gym, running",10,1,"I like researching and gaining knowledge, cooking and listening to music",20,1,ADD,5,5,3,2,4,3,5,1,4,5,1,5,1,2,4,2,5,4,5,5,4,4,3,3,1,1,3,5,5,5,2,4,4,5,4,3,4,4,4,5,5,5,5,4,1,4,4,1,1,2,4,4,3,4,1,5,4,4,4,5,2,4,4,2,2,2,2,5,4,5,4,2,4,1,4,4,2,4,2,4,4,3,4,4,4,4,2,3,1,2,3,4,4,4,4,4,4,2,3,4,3,4,4,4,1,3,2,2,2,3
717,black,5,1499,1,"First looking at the lines with similar pattern, then going for the ones that differ more and going from top to bottom.",1,"Firstly would go to the bucket which was further away, and then go back for the other bucket.",Male,White,22,190,75,Unemployed,Psychology with Cognitive Neuroscience,Current undergraduate,1,"Adventure, action",15,0,NA,NA,0,NA,NA,0,NA,2,3,3,4,4,3,3,4,4,4,2,3,3,4,4,5,4,3,3,4,4,2,4,4,1,3,3,4,4,2,4,2,3,3,4,2,4,3,3,4,3,3,3,3,1,3,4,2,4,4,2,4,3,3,2,3,2,3,4,4,3,4,3,2,4,1,3,4,4,3,4,4,3,2,2,3,3,4,2,2,2,3,4,3,2,3,2,3,2,2,2,3,1,2,4,2,3,2,3,3,2,2,2,2,2,3,2,3,3,4
718,orange,3,1600,1,"the line would be on the side where the lines were all the same angle, so I would know that it would be on that side, and also, there would be like 3 consecutive ones where the titled line would be on the screen, then the next 3 to 4 slides wouldn't contain the titled slide",0,NA,Female,Black African (Nigerian),16,168cm,80kg,Student,Psychology,Foundation Year,1,"Candy crush, Cooking fever, Just dance",20,1,"Dancing, swimming, high jump, long jump,",10,1,"Dancing, Singing, Acting, Cooking, Watching movies, Tv shows, Kdrams, Anime, and Tv shows, Crochetting, writing, reading online books and comics, taking pictures, making playlists, etc",80,0,NA,5,5,4,2,5,5,5,4,5,5,1,2,4,2,5,1,5,2,4,5,4,2,2,5,1,1,5,2,1,1,1,5,4,2,5,1,1,5,4,5,5,5,5,4,1,5,1,1,1,1,2,5,5,4,1,5,5,2,4,5,5,2,4,4,1,5,1,4,5,4,1,5,5,4,1,4,1,4,5,4,3,2,4,3,2,4,3,4,4,2,1,4,2,3,4,2,2,2,2,3,2,2,1,3,2,2,3,4,2,3
719,black,2,977,1,"It was easier to spot it when it was within the lines pointing on the other way. So, I would look at that part before and then to the random arrows.",1,I would take the first one and then the second one and then back to the start point.,Female,White,23,1.68cm,64 kg,Student,Speech and Language Therapy,Bachelor,0,NA,NA,1,Volleyball,4,1,Singing,4 to 6,0,NA,5,5,3,2,4,4,5,3,3,4,1,1,3,3,4,3,5,2,3,5,4,1,3,2,3,1,5,1,4,2,3,4,2,4,5,4,1,4,3,4,5,4,5,4,3,5,2,3,2,1,3,5,5,2,1,5,4,2,4,4,4,1,4,5,1,3,2,3,2,2,1,4,5,3,2,2,1,4,2,4,3,2,2,2,1,2,4,3,3,3,2,4,4,2,1,1,2,1,2,4,3,3,1,2,1,3,3,1,3,3
720,black,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,black,1,1201,0,"if it was among the straight lines it was easier to see. 
when it was among the scattered lines I sometimes looked at two rows of lines at the same time of a single row at a time.
i also started from the bottom sometimes and top sometimes.",1,I picked the first one and the second bucket right after and took them both to the allocated location,female,African,24,5'7 inches,120kg,student,Psychology,Masters,0,NA,NA,1,squash,2 hours,1,"reading, writing",20hrs,0,NA,4,5,1,4,5,5,5,3,5,5,1,1,4,2,2,4,1,5,5,5,5,2,2,4,1,2,5,2,5,2,4,5,4,5,5,3,4,5,5,5,4,4,5,5,1,2,4,2,4,1,3,4,4,5,3,4,3,1,1,3,5,1,1,1,1,4,4,5,2,2,4,1,4,4,4,4,5,2,4,2,3,1,2,3,1,4,1,4,2,2,1,4,3,1,4,4,2,2,3,4,4,4,4,2,2,3,3,1,4,3
723,orange,2,978,1,Skim through the whole box quickly and see the one which id odd,0,i just picked the last one first so i dont have to carry the weight for more long,Non Binary,Indian,18,170,73,Student,BA Psychology,CBSE 12th grade,0,NA,NA,1,Table Teennis,2,1,"Painting, writing, dancing",8,0,NA,2,5,1,1,5,3,4,1,1,4,3,2,3,1,4,1,4,1,5,5,4,3,5,1,3,1,3,2,1,5,3,4,1,5,5,2,3,1,5,4,2,3,4,2,1,3,1,5,1,1,3,4,2,5,5,2,4,5,4,5,4,5,5,1,4,4,5,2,5,5,3,5,4,1,1,3,5,1,5,1,1,2,2,1,3,4,1,2,1,1,3,3,4,2,4,2,3,4,3,3,3,1,1,2,3,3,2,1,1,3
724,black,3,866,0,"scanned one side at a time, neat side first because it was easier to check",0,"Started off getting one at a time, realized it was easier to get both at once then stuck with that strategy",female,White british asian,21,5'4,53kg,Student,psychology,A level,0,NA,NA,0,NA,NA,1,"Arts, music, gym",14,1,dyslexia,5,5,4,2,5,2,5,4,4,5,3,2,2,4,4,4,1,3,3,5,2,2,4,4,2,2,5,1,2,1,4,4,4,4,4,4,4,4,4,4,5,4,3,4,2,5,2,2,2,2,3,4,2,4,2,4,5,5,4,4,4,2,2,3,4,2,3,3,4,4,2,4,2,2,2,4,4,2,4,2,3,3,3,3,4,4,3,3,1,2,1,2,4,3,4,3,2,2,2,2,2,1,2,2,1,2,1,2,3,3
725,orange,2,7669,1,I was going from top to bottom as it made it easier.,1,I carried the first and then second in one go. I did that to save my time and energy.,Female,"I am an Indian, Hindu",26,157 cm,53.5,Student,Marketing,Graduation,0,NA,NA,0,NA,NA,1,Painting,Unable to spend any time on it as I am doing my Masters studies are quite consuming.,0,NA,4,5,2,1,1,2,5,4,4,5,5,2,4,5,5,4,5,5,5,5,4,2,5,4,5,4,5,4,1,5,5,5,5,5,5,4,1,4,5,5,4,2,4,1,3,4,1,1,1,4,4,5,5,5,4,4,5,5,5,4,5,5,2,4,5,4,4,1,5,5,4,5,4,1,4,4,4,1,5,2,1,2,1,3,3,2,1,1,1,3,3,3,1,4,1,3,4,3,4,1,2,3,4,2,1,3,1,2,2,4
727,black,2,818,1,I was looking for the exact line everytime.,1,I was repeating the same process while retrieving the buckets.,Male,Bangladeshi,25,5.8ft,81Kg,Student,Msc Marketing,Bachelors,0,NA,NA,1,Football,6 hours,1,Reading books,7 hours,0,NA,5,5,4,4,2,3,5,4,4,4,1,2,3,3,4,3,5,3,3,5,4,2,3,3,1,3,4,4,4,4,4,5,3,4,5,2,4,3,4,3,4,3,5,5,3,3,2,3,2,4,3,5,5,3,3,5,5,4,3,4,4,4,3,4,3,4,4,4,3,3,4,2,5,4,4,3,3,3,4,3,2,3,3,3,1,1,2,3,2,2,2,3,3,1,1,2,2,1,2,3,1,2,4,1,2,3,2,3,2,4
728,black,1,1161,0,NA,1,picking up the second bucket first and while coming picked up the first one because less effort was taken.,female,indian,25,163,56,student,MSc. Cognitive Neuroscience and Neuropsychology,Undergraduate,0,NA,NA,1,"cricket, badminton",3 hours,1,swimming,2,0,NA,4,4,4,2,4,4,4,4,3,4,2,2,4,2,4,3,4,4,4,4,2,2,4,4,3,3,5,3,4,4,2,4,3,3,5,3,2,4,4,4,4,2,4,4,3,4,2,1,3,2,2,4,4,2,4,3,4,3,4,4,4,1,3,4,3,4,4,3,4,2,3,2,2,2,4,5,5,5,4,4,3,2,1,3,1,2,1,4,3,3,1,3,2,3,3,1,1,2,2,3,1,1,1,1,2,2,2,2,2,2
729,orange,1,3164,0,"On the lines that faced the same way, i could immediately pin-point thee tilted line.
On the inconsistent lines I took longer - looking horizontally and vertically to find said line.",1,I would collect the first bucket and then go to pick up the second bucket to take back to the yellow box.,female,white-British,19,164cm,N/A,Student,Modern Languages (German + Spanish) and International Relations,A-level,0,NA,NA,0,NA,NA,1,"Baking, sewing",1-2 hours,0,NA,4,4,4,2,3,3,5,4,4,4,2,1,4,4,3,3,1,4,2,4,3,1,4,4,3,4,3,4,4,2,3,4,3,4,5,3,2,2,4,4,3,3,4,4,5,4,2,1,2,1,3,4,2,5,2,4,3,4,1,3,2,3,1,2,1,1,4,1,4,4,2,5,2,2,2,3,3,1,3,1,2,2,2,3,2,2,2,3,1,4,1,3,4,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,4,2
